23, 0.62623, 0.14474, 0.61933, 0.08880, -1.67377, -0.13590, 0.93857, -0.23640, 0.41793, -0.70633, 0.23555, -0.49897, 1.45041, 0.55388, 2.05516,
24, 0.55521, 0.15106, 0.62257, 0.09268, -1.66858, -0.14771, 0.93369, -0.25533, 0.62918, -0.74103, 0.40167, -0.43605, 1.36232, 0.52079, 1.93199,
25, 0.48927, 0.15680, 0.62616, 0.09617, -1.66336, -0.15990, 0.92867, -0.27478, 0.83418, -0.77280, 0.56019, -0.37686, 1.27011, 0.48755, 1.80669,
26, 0.42881, 0.16189, 0.63009, 0.09921, -1.65812, -0.17243, 0.92355, -0.29467, 1.03065, -0.80104, 0.70914, -0.32215, 1.17434, 0.45457, 1.68026,
27, 0.37411, 0.16626, 0.63437, 0.10174, -1.65288, -0.18523, 0.91834, -0.31495, 1.21648, -0.82518, 0.84668, -0.27256, 1.07557, 0.42225, 1.55368,
28, 0.32526, 0.16976, 0.63905, 0.10366, -1.64765, -0.19831, 0.91303, -0.33563, 1.38841, -0.84432, 0.96991, -0.22897, 0.97406, 0.39115, 1.42787,
29, 0.28237, 0.17209, 0.64427, 0.10478, -1.64242, -0.21177, 0.90758, -0.35686, 1.54080, -0.85686, 1.07369, -0.19283, 0.86976, 0.36221, 1.30402,
30, 0.24550, 0.17302, 0.65010, 0.10493, -1.63717, -0.22558, 0.90198, -0.37866, 1.66831, -0.86145, 1.15335, -0.16532, 0.76314, 0.33630, 1.18361,
31, 0.21461, 0.17230, 0.65662, 0.10397, -1.63192, -0.23973, 0.89620, -0.40104, 1.76541, -0.85675, 1.20412, -0.14745, 0.65483, 0.31434, 1.06827,
32, 0.18952, 0.16969, 0.66391, 0.10175, -1.62664, -0.25416, 0.89024, -0.42400, 1.82686, -0.84165, 1.22164, -0.13983, 0.54556, 0.29708, 0.95957,
33, 0.16992, 0.16500, 0.67201, 0.09820, -1.62132, -0.26881, 0.88407, -0.44753, 1.84852, -0.81544, 1.20266, -0.14247, 0.43617, 0.28505, 0.85886,
34, 0.15534, 0.15814, 0.68093, 0.09332, -1.61591, -0.28355, 0.87769, -0.47157, 1.82820, -0.77809, 1.14576, -0.15460, 0.32757, 0.27836, 0.76700,
35, 0.14524, 0.14913, 0.69064, 0.08721, -1.61038, -0.29828, 0.87106, -0.49606, 1.76628, -0.73029, 1.05191, -0.17465, 0.22059, 0.27662, 0.68423,
36, 0.13901, 0.13812, 0.70105, 0.08007, -1.60468, -0.31284, 0.86418, -0.52092, 1.66586, -0.67345, 0.92452, -0.20040, 0.11600, 0.27895, 0.61009,
37, 0.13602, 0.12536, 0.71206, 0.07215, -1.59876, -0.32710, 0.85703, -0.54607, 1.53230, -0.60946, 0.76903, -0.22933, 0.01437, 0.28414, 0.54356,
38, 0.13569, 0.11117, 0.72356, 0.06377, -1.59258, -0.34093, 0.84963, -0.57141, 1.37247, -0.54043, 0.59206, -0.25893, -0.08385, 0.29078, 0.48323,
39, 0.13747, 0.09588, 0.73540, 0.05522, -1.58613, -0.35422, 0.84196, -0.59685, 1.19376, -0.46843, 0.40062, -0.28702, -0.17839, 0.29752, 0.42757,
40, 0.14086, 0.07982, 0.74747, 0.04679, -1.57938, -0.36688, 0.83404, -0.62231, 1.00338, -0.39529, 0.20145, -0.31189, -0.26906, 0.30309, 0.37511,
41, 0.14541, 0.06329, 0.75966, 0.03872, -1.57235, -0.37884, 0.82589, -0.64773, 0.80789, -0.32259, 0.00057, -0.33234, -0.35577, 0.30646, 0.32456,
42, 0.15075, 0.04656, 0.77188, 0.03123, -1.56505, -0.39004, 0.81753, -0.67302, 0.61301, -0.25156, -0.19683, -0.34762, -0.43846, 0.30680, 0.27486,
43, 0.15654, 0.02985, 0.78405, 0.02449, -1.55748, -0.40045, 0.80899, -0.69814, 0.42353, -0.18317, -0.38647, -0.35735, -0.51708, 0.30348, 0.22518,
44, 0.16248, 0.01334, 0.79610, 0.01862, -1.54967, -0.41002, 0.80028, -0.72302, 0.24338, -0.11815, -0.56490, -0.36148, -0.59162, 0.29604, 0.17492,
45, 0.16834, -0.00282, 0.80798, 0.01375, -1.54165, -0.41872, 0.79144, -0.74762, 0.07570, -0.05702, -0.72941, -0.36013, -0.66205, 0.28419, 0.12367,
46, 0.17393, -0.01851, 0.81963, 0.00995, -1.53343, -0.42653, 0.78250, -0.77188, -0.07709, -0.00018, -0.87796, -0.35361, -0.72833, 0.26775, 0.07120,
47, 0.17909, -0.03362, 0.83103, 0.00729, -1.52506, -0.43343, 0.77350, -0.79576, -0.21314, 0.05211, -1.00904, -0.34230, -0.79041, 0.24666, 0.01741,
48, 0.18372, -0.04810, 0.84214, 0.00581, -1.51655, -0.43941, 0.76445, -0.81922, -0.33120, 0.09969, -1.12166, -0.32667, -0.84822, 0.22097, -0.03766,
49, 0.18775, -0.06189, 0.85293, 0.00553, -1.50793, -0.44444, 0.75541, -0.84222, -0.43045, 0.14246, -1.21522, -0.30719, -0.90167, 0.19078, -0.09385,
50, 0.19114, -0.07495, 0.86339, 0.00647, -1.49923, -0.44851, 0.74639, -0.86470, -0.51053, 0.18037, -1.28949, -0.28436, -0.95066, 0.15629, -0.15093,
51, 0.19389, -0.08726, 0.87349, 0.00863, -1.49048, -0.45162, 0.73746, -0.88663, -0.57146, 0.21342, -1.34458, -0.25869, -0.99504, 0.11777, -0.20858,
52, 0.19600, -0.09883, 0.88322, 0.01199, -1.48171, -0.45375, 0.72863, -0.90797, -0.61358, 0.24166, -1.38083, -0.23064, -1.03469, 0.07556, -0.26640,
53, 0.19553, -0.11008, 0.89010, 0.01931, -1.47068, -0.45351, 0.72717, -0.93007, -0.62227, 0.23264, -1.38290, -0.18717, -1.07080, 0.03367, -0.32304,
54, 0.19121, -0.12132, 0.89266, 0.03202, -1.45614, -0.44998, 0.73758, -0.95388, -0.59172, 0.16804, -1.34304, -0.12245, -1.10303, -0.00393, -0.37758,
55, 0.18601, -0.13193, 0.89516, 0.04571, -1.44184, -0.44541, 0.74792, -0.97691, -0.54714, 0.10307, -1.28650, -0.06028, -1.12709, -0.04255, -0.43090,
56, 0.17994, -0.14194, 0.89765, 0.06035, -1.42783, -0.43977, 0.75823, -0.99908, -0.48993, 0.03920, -1.21439, -0.00185, -1.14233, -0.08113, -0.48252,
57, 0.17303, -0.15144, 0.90021, 0.07586, -1.41415, -0.43302, 0.76855, -1.02036, -0.42178, -0.02209, -1.12809, 0.05172, -1.14815, -0.11862, -0.53184,
58, 0.16532, -0.16050, 0.90289, 0.09217, -1.40086, -0.42513, 0.77893, -1.04066, -0.34470, -0.07929, -1.02919, 0.09940, -1.14396, -0.15391, -0.57822,
59, 0.15684, -0.16922, 0.90575, 0.10921, -1.38799, -0.41606, 0.78941, -1.05992, -0.26100, -0.13089, -0.91956, 0.14026, -1.12919, -0.18591, -0.62092,
60, 0.14762, -0.17768, 0.90885, 0.12687, -1.37559, -0.40579, 0.80004, -1.07806, -0.17336, -0.17538, -0.80131, 0.17350, -1.10331, -0.21354, -0.65910,
61, 0.13772, -0.18601, 0.91224, 0.14505, -1.36369, -0.39429, 0.81086, -1.09500, -0.08479, -0.21126, -0.67684, 0.19845, -1.06585, -0.23575, -0.69184,
62, 0.12719, -0.19432, 0.91598, 0.16362, -1.35233, -0.38153, 0.82191, -1.11063, 0.00131, -0.23707, -0.54881, 0.21465, -1.01637, -0.25155, -0.71806,
63, 0.11612, -0.20274, 0.92012, 0.18244, -1.34154, -0.36750, 0.83324, -1.12484, 0.08118, -0.25144, -0.42018, 0.22184, -0.95451, -0.26008, -0.73659,
64, 0.10462, -0.21142, 0.92467, 0.20135, -1.33133, -0.35217, 0.84488, -1.13750, 0.15065, -0.25314, -0.29419, 0.22005, -0.88000, -0.26061, -0.74613,
65, 0.13148, -0.22051, 0.92943, 0.21976, -1.32173, -0.33573, 0.85681, -1.14881, 0.30988, -0.18901, -0.13840, 0.12511, -0.91906, -0.21463, -0.93314,
66, 0.18554, -0.23009, 0.93375, 0.23683, -1.31268, -0.31882, 0.86849, -1.15938, 0.47944, -0.08469, 0.00350, -0.01987, -0.98829, -0.12007, -1.16321,
67, 0.26208, -0.23996, 0.93773, 0.25278, -1.30423, -0.30172, 0.87961, -1.16935, 0.63879, 0.01931, 0.13003, -0.16714, -1.05933, -0.01052, -1.38910,
68, 0.35568, -0.25002, 0.94143, 0.26772, -1.29644, -0.28453, 0.89016, -1.17883, 0.78438, 0.12355, 0.23980, -0.31305, -1.12351, 0.11287, -1.59531,
69, 0.46284, -0.26032, 0.94481, 0.28172, -1.28931, -0.26718, 0.90021, -1.18776, 0.91129, 0.22801, 0.32969, -0.45602, -1.17987, 0.24857, -1.77757,
70, 0.57701, -0.27100, 0.94779, 0.29477, -1.28277, -0.24947, 0.90974, -1.19587, 1.00813, 0.33511, 0.39231, -0.59562, -1.22400, 0.39766, -1.92611,
71, 0.69309, -0.28211, 0.95030, 0.30693, -1.27676, -0.23141, 0.91877, -1.20312, 1.06898, 0.44795, 0.42351, -0.73334, -1.25374, 0.56112, -2.03504,
72, 0.80239, -0.29362, 0.95234, 0.31825, -1.27110, -0.21300, 0.92714, -1.20948, 1.09283, 0.54141, 0.43472, -0.84588, -1.26598, 0.71333, -2.10656,
73, 0.89751, -0.30547, 0.95397, 0.32878, -1.26564, -0.19425, 0.93476, -1.21494, 1.08761, 0.59030, 0.44417, -0.90972, -1.26141, 0.82863, -2.15310,
74, 0.97834, -0.31764, 0.95520, 0.33854, -1.26033, -0.17520, 0.94161, -1.21954, 1.04063, 0.64574, 0.42619, -0.96929, -1.23488, 0.95033, -2.15504,
75, 1.04787, -0.33005, 0.95599, 0.34756, -1.25508, -0.15587, 0.94766, -1.22335, 0.94807, 0.72564, 0.37277, -1.03963, -1.18369, 1.09152, -2.10355,
76, 1.11057, -0.34263, 0.95629, 0.35591, -1.24982, -0.13632, 0.95289, -1.22647, 0.82528, 0.80158, 0.30516, -1.09706, -1.11461, 1.22646, -2.01908,
77, 1.17011, -0.35531, 0.95609, 0.36372, -1.24455, -0.11658, 0.95729, -1.22891, 0.69265, 0.84505, 0.24573, -1.11990, -1.03981, 1.33211, -1.93014,
78, 1.22624, -0.36803, 0.95539, 0.37109, -1.23930, -0.09672, 0.96090, -1.23069, 0.55271, 0.85965, 0.19490, -1.11205, -0.96031, 1.41181, -1.83892,
79, 1.27881, -0.38072, 0.95421, 0.37806, -1.23409, -0.07676, 0.96372, -1.23185, 0.40706, 0.84904, 0.15243, -1.07719, -0.87659, 1.46867, -1.74653,
80, 1.32841, -0.39333, 0.95259, 0.38468, -1.22892, -0.05675, 0.96579, -1.23242, 0.25704, 0.81742, 0.11749, -1.01948, -0.78919, 1.50616, -1.65352,
81, 0.64766, -0.40575, 0.95102, 0.39085, -1.22408, -0.03684, 0.96750, -1.23231, 0.01925, -0.72652, 0.87623, 0.58890, -0.31141, 0.12048, -1.80479,
82, 0.60673, -0.41779, 0.95080, 0.39607, -1.22065, -0.01740, 0.97000, -1.23129, -0.16621, -0.86213, 0.89742, 0.77712, -0.17763, 0.03170, -1.73767,
83, 0.59510, -0.42942, 0.95104, 0.40081, -1.21774, 0.00176, 0.97246, -1.22953, -0.33778, -0.88520, 0.87085, 0.85506, -0.07030, 0.03773, -1.65794,
84, 0.58555, -0.44058, 0.95171, 0.40511, -1.21536, 0.02058, 0.97486, -1.22709, -0.50729, -0.89435, 0.84169, 0.92283, 0.03567, 0.04628, -1.57696,
85, 0.57818, -0.45120, 0.95280, 0.40898, -1.21353, 0.03903, 0.97720, -1.22400, -0.67306, -0.88990, 0.81070, 0.97992, 0.13987, 0.05740, -1.49527,
86, 0.57302, -0.46122, 0.95430, 0.41245, -1.21225, 0.05707, 0.97946, -1.22033, -0.83350, -0.87235, 0.77861, 1.02596, 0.24191, 0.07114, -1.41341,
87, 0.57010, -0.47056, 0.95618, 0.41554, -1.21154, 0.07466, 0.98165, -1.21611, -0.98712, -0.84235, 0.74614, 1.06075, 0.34141, 0.08746, -1.33186,
88, 0.56936, -0.47918, 0.95840, 0.41826, -1.21138, 0.09175, 0.98376, -1.21139, -1.13257, -0.80068, 0.71396, 1.08425, 0.43803, 0.10632, -1.25114,
89, 0.57072, -0.48703, 0.96094, 0.42064, -1.21177, 0.10832, 0.98576, -1.20621, -1.26863, -0.74823, 0.68271, 1.09653, 0.53144, 0.12765, -1.17168,
90, 0.57408, -0.49406, 0.96374, 0.42270, -1.21270, 0.12433, 0.98766, -1.20062, -1.39420, -0.68599, 0.65297, 1.09783, 0.62134, 0.15132, -1.09394,
91, 0.57926, -0.50024, 0.96679, 0.42445, -1.21415, 0.13975, 0.98945, -1.19465, -1.50835, -0.61500, 0.62529, 1.08851, 0.70745, 0.17717, -1.01830,
92, 0.58609, -0.50554, 0.97002, 0.42591, -1.21610, 0.15455, 0.99110, -1.18834, -1.61032, -0.53638, 0.60014, 1.06903, 0.78953, 0.20503, -0.94514,
93, 0.59435, -0.50993, 0.97340, 0.42708, -1.21852, 0.16871, 0.99261, -1.18173, -1.69951, -0.45126, 0.57794, 1.03998, 0.86735, 0.23468, -0.87476,
94, 0.60380, -0.51340, 0.97687, 0.42799, -1.22140, 0.18220, 0.99397, -1.17485, -1.77546, -0.36079, 0.55907, 1.00201, 0.94074, 0.26587, -0.80747,
95, 0.61419, -0.51594, 0.98040, 0.42863, -1.22468, 0.19500, 0.99515, -1.16773, -1.83790, -0.26614, 0.54383, 0.95586, 1.00955, 0.29832, -0.74350,
96, 0.62525, -0.51753, 0.98393, 0.42903, -1.22835, 0.20710, 0.99615, -1.16041, -1.88672, -0.16845, 0.53245, 0.90236, 1.07364, 0.33176, -0.68305,
97, 0.63670, -0.51820, 0.98741, 0.42917, -1.23236, 0.21848, 0.99696, -1.15291, -1.92196, -0.06885, 0.52513, 0.84235, 1.13294, 0.36587, -0.62628,
98, 0.64827, -0.51794, 0.99080, 0.42908, -1.23668, 0.22912, 0.99755, -1.14526, -1.94380, 0.03157, 0.52197, 0.77675, 1.18737, 0.40033, -0.57330,
99, 0.65966, -0.51677, 0.99405, 0.42873, -1.24126, 0.23902, 0.99792, -1.13747, -1.95257, 0.13176, 0.52305, 0.70647, 1.23692, 0.43479, -0.52420,
100, 0.67059, -0.51471, 0.99712, 0.42815, -1.24607, 0.24817, 0.99806, -1.12958, -1.94874, 0.23070, 0.52836, 0.63247, 1.28159, 0.46893, -0.47902,
101, 0.68081, -0.51178, 0.99997, 0.42731, -1.25107, 0.25656, 0.99795, -1.12160, -1.93286, 0.32743, 0.53785, 0.55570, 1.32139, 0.50241, -0.43775,
102, 0.69005, -0.50802, 1.00255, 0.42622, -1.25621, 0.26419, 0.99758, -1.11354, -1.90563, 0.42106, 0.55141, 0.47711, 1.35638, 0.53487, -0.40038,
103, 0.69806, -0.50346, 1.00484, 0.42488, -1.26146, 0.27105, 0.99694, -1.10542, -1.86780, 0.51072, 0.56886, 0.39763, 1.38662, 0.56598, -0.36683,
104, 0.70464, -0.49814, 1.00679, 0.42326, -1.26678, 0.27715, 0.99602, -1.09725, -1.82023, 0.59564, 0.59000, 0.31819, 1.41221, 0.59543, -0.33702,
105, 0.70957, -0.49209, 1.00839, 0.42137, -1.27212, 0.28250, 0.99482, -1.08906, -1.76381, 0.67509, 0.61456, 0.23966, 1.43325, 0.62289, -0.31084,
106, 0.71268, -0.48537, 1.00959, 0.41920, -1.27747, 0.28708, 0.99332, -1.08083, -1.69950, 0.74842, 0.64221, 0.16289, 1.44986, 0.64805, -0.28814,
107, 0.71382, -0.47801, 1.01038, 0.41672, -1.28277, 0.29092, 0.99152, -1.07259, -1.62829, 0.81505, 0.67262, 0.08867, 1.46217, 0.67065, -0.26879,
108, 0.71287, -0.47007, 1.01074, 0.41393, -1.28800, 0.29402, 0.98942, -1.06433, -1.55118, 0.87445, 0.70538, 0.01777, 1.47030, 0.69041, -0.25259,
109, 0.70367, -0.46156, 1.01045, 0.41014, -1.29046, 0.29640, 0.98864, -1.05606, -1.63738, 0.93068, 0.64192, 0.00224, 1.54415, 0.66363, -0.12971,
110, 0.69617, -0.45232, 1.00950, 0.40512, -1.28930, 0.29802, 0.98955, -1.04794, -1.76371, 0.96580, 0.56026, 0.00955, 1.64142, 0.61668, 0.02695,
111, 0.68890, -0.44215, 1.00829, 0.39955, -1.28744, 0.29883, 0.99017, -1.04023, -1.87490, 0.98662, 0.48111, 0.01646, 1.72538, 0.56560, 0.17633,
112, 0.68347, -0.43111, 1.00662, 0.39316, -1.28534, 0.29876, 0.99076, -1.03309, -1.95232, 0.99424, 0.42148, 0.02066, 1.78975, 0.52130, 0.29789,
113, 0.67624, -0.41920, 1.00451, 0.38595, -1.28310, 0.29782, 0.99134, -1.02656, -1.99936, 0.98872, 0.37745, 0.02473, 1.83587, 0.48142, 0.39635,
114, 0.66573, -0.40644, 1.00199, 0.37797, -1.28074, 0.29602, 0.99188, -1.02066, -2.01757, 0.97080, 0.34844, 0.02899, 1.86508, 0.44578, 0.47311,
115, 0.65097, -0.39285, 0.99909, 0.36924, -1.27826, 0.29337, 0.99237, -1.01538, -2.00859, 0.94121, 0.33365, 0.03364, 1.87845, 0.41420, 0.52932,
116, 0.63147, -0.37847, 0.99585, 0.35976, -1.27566, 0.28989, 0.99281, -1.01073, -1.97450, 0.90081, 0.33183, 0.03884, 1.87701, 0.38635, 0.56631,
117, 0.60708, -0.36335, 0.99231, 0.34956, -1.27297, 0.28560, 0.99319, -1.00670, -1.91657, 0.85032, 0.34218, 0.04490, 1.86140, 0.36197, 0.58482,
118, 0.57791, -0.34755, 0.98851, 0.33864, -1.27019, 0.28056, 0.99349, -1.00327, -1.83597, 0.79052, 0.36387, 0.05208, 1.83210, 0.34077, 0.58542,
119, 0.54437, -0.33113, 0.98450, 0.32702, -1.26735, 0.27478, 0.99372, -1.00040, -1.73378, 0.72223, 0.39603, 0.06067, 1.78945, 0.32243, 0.56855,
120, 0.50719, -0.31417, 0.98032, 0.31469, -1.26446, 0.26831, 0.99386, -0.99807, -1.61160, 0.64643, 0.43745, 0.07098, 1.73395, 0.30647, 0.53501,
121, 0.46817, -0.29676, 0.97601, 0.30176, -1.26156, 0.26121, 0.99390, -0.99620, -1.47763, 0.56545, 0.48278, 0.08381, 1.66955, 0.29095, 0.49145,
122, 0.42899, -0.27901, 0.97161, 0.28854, -1.25876, 0.25349, 0.99381, -0.99460, -1.33628, 0.48127, 0.52985, 0.09933, 1.59987, 0.27480, 0.44267,
123, 0.39055, -0.26102, 0.96714, 0.27522, -1.25609, 0.24520, 0.99362, -0.99316, -1.18981, 0.39521, 0.57755, 0.11744, 1.52665, 0.25767, 0.39086,
124, 0.35319, -0.24285, 0.96264, 0.26177, -1.25357, 0.23638, 0.99332, -0.99186, -1.03984, 0.30819, 0.62477, 0.13788, 1.45013, 0.23959, 0.33665,
125, 0.31692, -0.22449, 0.95813, 0.24811, -1.25122, 0.22692, 0.99291, -0.99069, -0.88686, 0.22087, 0.67062, 0.16026, 1.36970, 0.22056, 0.27998,
126, 0.28184, -0.20596, 0.95364, 0.23415, -1.24907, 0.21678, 0.99237, -0.98965, -0.73227, 0.13438, 0.71371, 0.18398, 1.28501, 0.20070, 0.22115,
127, 0.24814, -0.18731, 0.94923, 0.21980, -1.24716, 0.20590, 0.99171, -0.98870, -0.57815, 0.05020, 0.75227, 0.20827, 1.19578, 0.18017, 0.16067,
128, 0.21597, -0.16864, 0.94497, 0.20494, -1.24552, 0.19426, 0.99092, -0.98780, -0.42704, -0.02981, 0.78413, 0.23211, 1.10172, 0.15926, 0.09923,
129, 0.18546, -0.15002, 0.94094, 0.18944, -1.24422, 0.18180, 0.99002, -0.98689, -0.28216, -0.10343, 0.80668, 0.25418, 1.00252, 0.13836, 0.03765,
130, 0.15672, -0.13157, 0.93723, 0.17315, -1.24333, 0.16848, 0.98899, -0.98591, -0.14746, -0.16796, 0.81675, 0.27284, 0.89786, 0.11803, -0.02296,
131, 0.12983, -0.11344, 0.93397, 0.15588, -1.24292, 0.15424, 0.98785, -0.98477, -0.02780, -0.22019, 0.81050, 0.28600, 0.78741, 0.09901, -0.08125,
132, 0.10486, -0.09580, 0.93129, 0.13739, -1.24311, 0.13905, 0.98658, -0.98332, 0.07090, -0.25635, 0.78339, 0.29117, 0.67089, 0.08227, -0.13551,
133, 0.08188, -0.07884, 0.92936, 0.11743, -1.24402, 0.12286, 0.98517, -0.98138, 0.14157, -0.27214, 0.73007, 0.28532, 0.54812, 0.06907, -0.18358,
134, 0.06102, -0.06280, 0.92836, 0.09569, -1.24583, 0.10565, 0.98361, -0.97867, 0.17607, -0.26293, 0.64457, 0.26504, 0.41918, 0.06090, -0.22275,
135, 0.04259, -0.04786, 0.92847, 0.07187, -1.24871, 0.08750, 0.98180, -0.97475, 0.16600, -0.22443, 0.52109, 0.22698, 0.28483, 0.05936, -0.24967,
136, 0.02716, -0.03401, 0.92976, 0.04581, -1.25283, 0.06866, 0.97956, -0.96888, 0.10620, -0.15522, 0.35717, 0.16955, 0.14762, 0.06540, -0.26047,
137, 0.01577, -0.02054, 0.93189, 0.01802, -1.25820, 0.05002, 0.97636, -0.95974, 0.00746, -0.06459, 0.16499, 0.09880, 0.01513, 0.07677, -0.25214,
138, 0.00917, -0.00518, 0.93349, -0.00890, -1.26428, 0.03409, 0.97121, -0.94531, -0.07659, 0.01275, -0.00468, 0.03982, -0.09356, 0.08294, -0.22646,
139, 0.00591, 0.01413, 0.93286, -0.03080, -1.27045, 0.02482, 0.96325, -0.92409, -0.07804, 0.03776, -0.08416, 0.02143, -0.15091, 0.07168, -0.18664,
140, 0.00303, 0.03516, 0.93007, -0.04595, -1.27793, 0.02562, 0.95238, -0.89555, -0.02006, 0.02556, -0.07544, 0.03019, -0.13581, 0.04817, -0.11757,
141, 1.17490, -0.00000, 0.59978, 0.00000, -1.74933, 0.00000, 0.99960, 0.00000, 3.28166, 0.00802, 2.88736, -0.94622, -1.63029, 0.87713, -2.71873,
142, 1.15598, -0.00247, 0.59980, -0.00172, -1.74872, 0.00096, 0.99898, 0.00202, 3.23196, 0.00264, 2.84289, -0.93814, -1.62372, 0.87425, -2.70000,
143, 1.13020, -0.00585, 0.59982, -0.00407, -1.74789, 0.00229, 0.99812, 0.00481, 3.16361, -0.00482, 2.78177, -0.92693, -1.61452, 0.87018, -2.67407,
144, 1.09841, -0.01006, 0.59986, -0.00698, -1.74686, 0.00396, 0.99704, 0.00831, 3.07820, -0.01426, 2.70547, -0.91277, -1.60275, 0.86495, -2.64140,
145, 1.06128, -0.01503, 0.59990, -0.01038, -1.74565, 0.00596, 0.99573, 0.01250, 2.97687, -0.02560, 2.61505, -0.89578, -1.58841, 0.85852, -2.60228,
146, 1.01958, -0.02069, 0.59996, -0.01422, -1.74429, 0.00825, 0.99421, 0.01732, 2.86086, -0.03876, 2.51167, -0.87607, -1.57150, 0.85086, -2.55702,
147, 0.97410, -0.02696, 0.60003, -0.01844, -1.74278, 0.01084, 0.99249, 0.02275, 2.73153, -0.05367, 2.39658, -0.85380, -1.55202, 0.84196, -2.50595,
148, 0.92563, -0.03377, 0.60011, -0.02295, -1.74116, 0.01368, 0.99056, 0.02873, 2.59033, -0.07020, 2.27115, -0.82915, -1.52999, 0.83181, -2.44949,
149, 0.87499, -0.04103, 0.60021, -0.02770, -1.73945, 0.01677, 0.98845, 0.03522, 2.43884, -0.08822, 2.13681, -0.80234, -1.50547, 0.82043, -2.38807,
